Opportunity Name,Opportunity Owner,Account Name,SDR Owner,Opportunity Source,Amount,Created Date,Discovery Date,Evaluation Date,Negotiation Date,Close Date,Stage Duration,Last Stage Change Date,Annual Revenue,Opportunity Owner: Manager,Opp Set Type,Stage,Account Segment,Recurring ARR,Primary Contact: P Level,Industry,First NB Opp?,Account: Last Activity,Last Activity,Discount Amount,Discount Percentage,Recurring Discount Percentage,Opportunity BPS,Type,Opportunity Record Type,Opportunity ID (18 Char),Probability (%),Contract Term (Month),Payment Terms,Invoice Frequency
Foothill Sheet Metal - CW 209,Vikram Patel,Foothill Sheet Metal,Avery Greene,Outbound,49000,2025-03-04,2025-03-07,2025-04-04,2025-05-12,2025-11-09,21,2025-03-21,123492315,Patrick Yu,SDR Set - Outbound,Closed Won,ENT,40800,VP,HVAC Contractor,false,2026-05-13,2026-05-09,15190,31%,31%,3.3,New Business,New Business,006DEMO00000000208,100,12,Net 30,Annual
Anchor Plumbing - NB 210,Harper Lin,Anchor Plumbing,,Inbound,94000,2025-12-03,2025-12-08,2026-01-05,2026-01-31,2026-08-12,52,2025-12-20,205509802,Patrick Yu,AE Set - Inbound,Qualification,ENT,87000,VP,Mechanical Contractor,false,2026-04-24,2026-05-06,0,0%,0%,4.23,New Business,New Business,006DEMO00000000209,10,12,Net 30,Annual
Heritage Mechanical - CL 211,Tomás Reyes,Heritage Mechanical,,Event,62000,2025-09-04,2025-09-08,2025-10-07,2025-10-31,2026-04-27,4,2025-09-19,23242835,Kevin Brand,Event,Closed Lost,MM,49300,Manager,General Contractor,true,2026-04-18,2026-05-01,0,0%,0%,21.21,New Business,New Business,006DEMO00000000210,0,12,Net 30,Annual
Crescent HVAC Co - CL 212,Caroline Mead,Crescent HVAC Co,Mira Schultz,Outbound,62000,2025-02-20,2025-02-21,2025-03-10,2025-04-29,2025-05-10,6,2025-02-23,77023447,Patrick Yu,SDR Set - Outbound,Closed Lost,ENT,52100,C-Level,HVAC Contractor,false,2026-05-01,2026-05-07,0,0%,0%,6.76,New Business,New Business,006DEMO00000000211,0,12,Net 30,Annual
Heritage Mechanical - CW 213,Eddie Coleman,Heritage Mechanical,,Inbound,80000,2025-09-26,2025-10-01,2025-10-27,2025-12-22,2026-05-15,59,2025-10-10,16810809,Kevin Brand,AE Set - Inbound,Closed Won,MM,66000,Manager,Specialty Trades,false,2026-05-08,2026-05-11,0,0%,0%,39.26,New Business,New Business,006DEMO00000000212,100,12,Net 30,Annual
Anchor Plumbing - CL 214,Harper Lin,Anchor Plumbing,,Inbound,165000,2025-07-24,2025-07-27,2025-08-21,2025-09-13,2026-02-07,21,2025-08-06,119221878,Patrick Yu,AE Set - Inbound,Closed Lost,ENT,133300,VP,Specialty Trades,true,2026-04-25,2026-05-08,33000,20%,20%,11.18,New Business,New Business,006DEMO00000000213,0,12,Net 30,Annual
Brookline Trades - CL 215,Eddie Coleman,Brookline Trades,Avery Greene,Outbound,30000,2025-04-24,2025-04-29,2025-05-19,2025-07-03,2025-08-11,32,2025-04-30,10341952,Kevin Brand,SDR Set - Outbound,Closed Lost,MM,27100,Manager,HVAC Contractor,false,2026-05-02,2026-05-09,0,0%,0%,26.2,New Business,New Business,006DEMO00000000214,0,12,Net 30,Annual
Pinewood Construction Services - CL 216,Vikram Patel,Pinewood Construction Services,Wes Kim,6s Intent Signals,44000,2025-02-22,2025-02-27,2025-03-23,2025-05-10,2025-07-26,26,2025-03-12,96748771,Patrick Yu,6s,Closed Lost,ENT,40800,,Sheet Metal Contractor,false,2026-05-03,2026-05-10,14080,32%,32%,4.22,New Business,New Business,006DEMO00000000215,0,12,Net 30,Monthly
Heritage Mechanical - CL 217,Vikram Patel,Heritage Mechanical,,Webinar,210000,2025-07-26,2025-07-27,2025-08-25,2025-10-24,2026-04-02,16,2025-07-29,345345695,Patrick Yu,Webinar,Closed Lost,ENT,190000,C-Level,HVAC Contractor,true,2026-05-03,2026-05-02,0,0%,0%,5.5,New Business,New Business,006DEMO00000000216,0,12,Net 30,Annual
Steeplechase Electric - CL 218,Jamal Whitfield,Steeplechase Electric,,Partner,59000,2025-05-27,2025-05-31,2025-06-27,2025-08-26,2025-09-18,10,2025-06-04,49531816,Kevin Brand,Partner,Closed Lost,MM,53900,C-Level,Electrical Contractor,false,2026-04-16,2026-05-02,0,0%,0%,10.88,New Business,New Business,006DEMO00000000217,0,12,Net 30,Quarterly
Compass Sheet Metal - CL 219,Caroline Mead,Compass Sheet Metal,,Webinar,131000,2025-11-01,2025-11-05,2025-12-03,2025-12-30,2026-01-02,53,2025-11-07,84980445,Patrick Yu,Webinar,Closed Lost,ENT,104000,,Sheet Metal Contractor,false,2026-04-16,2026-05-05,0,0%,0%,12.24,New Business,New Business,006DEMO00000000218,0,12,Net 30,Quarterly
Highline HVAC - CL 220,Lauren Park,Highline HVAC,,Partner,48000,2025-04-02,2025-04-06,2025-05-03,2025-06-28,2025-05-13,31,2025-04-16,14353632,Kevin Brand,Partner,Closed Lost,MM,38100,VP,Mechanical Contractor,true,2026-04-25,2026-05-11,0,0%,0%,26.54,New Business,New Business,006DEMO00000000219,0,12,Net 30,Annual
Briarcliff Trades - CL 221,Eddie Coleman,Briarcliff Trades,,Event,30000,2025-05-18,2025-05-19,2025-06-09,2025-07-04,2026-01-08,43,2025-05-30,59243078,Kevin Brand,Event,Closed Lost,MM,27400,,HVAC Contractor,false,2026-04-23,2026-05-02,0,0%,0%,4.63,New Business,New Business,006DEMO00000000220,0,12,Net 30,Annual
Ironclad Electric - CL 222,Eddie Coleman,Ironclad Electric,,Inbound,19000,2025-06-16,2025-06-19,2025-07-06,2025-08-29,2025-11-03,50,2025-06-29,71323454,Kevin Brand,AE Set - Inbound,Closed Lost,MM,17500,C-Level,Plumbing Contractor,false,2026-04-21,2026-05-06,0,0%,0%,2.45,New Business,New Business,006DEMO00000000221,0,12,Net 30,Annual
Highline HVAC - NB 223,Lauren Park,Highline HVAC,,Event,65000,2025-12-17,2025-12-19,2026-01-05,2026-02-25,2026-06-16,13,2026-01-02,66469397,Kevin Brand,Event,Evaluation,MM,50400,VP,Specialty Trades,true,2026-05-10,2026-05-10,0,0%,0%,7.58,New Business,New Business,006DEMO00000000222,50,12,Net 30,Monthly
Magnolia Builders - NB 224,Lauren Park,Magnolia Builders,Wes Kim,6s Intent Signals,58000,2026-04-17,2026-04-21,2026-05-14,2026-07-18,2026-07-26,53,2026-05-02,54207684,Kevin Brand,6s,Evaluation,MM,52200,Manager,Plumbing Contractor,false,2026-04-23,2026-05-09,0,0%,0%,9.63,New Business,New Business,006DEMO00000000223,50,12,Net 30,Annual
Whitestone Electric - CW 225,Lauren Park,Whitestone Electric,,Event,36000,2025-05-09,2025-05-14,2025-06-10,2025-07-29,2025-12-26,38,2025-05-24,56629633,Kevin Brand,Event,Closed Won,MM,32100,VP,Industrial Services,false,2026-04-22,2026-05-14,0,0%,0%,5.67,New Business,New Business,006DEMO00000000224,100,12,Net 30,Annual
Tannery Plumbing Co - NB 226,Jamal Whitfield,Tannery Plumbing Co,Wes Kim,6s Intent Signals,59000,2025-12-26,2025-12-30,2026-01-18,2026-02-20,2026-05-30,12,2026-01-06,32118540,Kevin Brand,6s,Discovery,MM,51300,,Industrial Services,true,2026-04-26,2026-05-07,0,0%,0%,15.97,New Business,New Business,006DEMO00000000225,25,12,Net 30,Annual
Granite Industrial Services - CL 227,Lauren Park,Granite Industrial Services,,Partner,56000,2025-05-20,2025-05-23,2025-06-18,2025-08-08,2026-01-12,38,2025-05-24,50559107,Kevin Brand,Partner,Closed Lost,MM,51800,VP,General Contractor,false,2026-05-13,2026-05-07,17360,31%,31%,10.25,New Business,New Business,006DEMO00000000226,0,12,Net 30,Annual
Sentinel HVAC - NB 228,Eddie Coleman,Sentinel HVAC,,Inbound,77000,2026-01-07,2026-01-10,2026-02-02,2026-04-03,2026-08-10,47,2026-01-23,35980358,Kevin Brand,AE Set - Inbound,Discovery,MM,60400,C-Level,Plumbing Contractor,false,2026-04-21,2026-05-05,5390,7%,7%,16.79,New Business,New Business,006DEMO00000000227,25,12,Net 30,Semi-Annually
Cascade Mechanical - CW 229,Eddie Coleman,Cascade Mechanical,Avery Greene,6s Intent Signals,74000,2025-06-19,2025-06-20,2025-07-20,2025-09-16,2025-12-22,4,2025-06-30,34240933,Kevin Brand,6s,Closed Won,MM,63900,VP,Plumbing Contractor,true,2026-04-19,2026-05-14,13320,18%,18%,18.66,New Business,New Business,006DEMO00000000228,100,12,Net 30,Annual
Anchor Plumbing - CL 230,Lauren Park,Anchor Plumbing,Wes Kim,6s Intent Signals,37000,2025-07-06,2025-07-08,2025-08-07,2025-08-26,2025-11-16,38,2025-07-17,70816967,Kevin Brand,6s,Closed Lost,MM,31500,C-Level,Sheet Metal Contractor,false,2026-04-30,2026-05-07,14430,39%,39%,4.45,New Business,New Business,006DEMO00000000229,0,12,Net 30,Annual
Driftwood Mechanical - NB 231,Tomás Reyes,Driftwood Mechanical,Wes Kim,Outbound,67000,2026-05-10,2026-05-15,2026-05-29,2026-07-10,2026-08-27,53,2026-05-17,25604393,Kevin Brand,SDR Set - Outbound,Evaluation,MM,51100,C-Level,Electrical Contractor,false,2026-05-14,2026-05-02,0,0%,0%,19.96,New Business,New Business,006DEMO00000000230,50,12,Net 30,Quarterly
Atlas Sheet Metal - CL 232,Lauren Park,Atlas Sheet Metal,,Webinar,41000,2025-10-15,2025-10-19,2025-11-14,2026-01-14,2025-12-01,36,2025-11-02,30228142,Kevin Brand,Webinar,Closed Lost,MM,37300,Director,Industrial Services,true,2026-04-25,2026-05-08,0,0%,0%,12.34,New Business,New Business,006DEMO00000000231,0,12,Net 30,Annual
Ironclad Electric - CL 233,Eddie Coleman,Ironclad Electric,,Event,48000,2025-06-21,2025-06-25,2025-07-14,2025-08-20,2025-09-14,37,2025-07-02,25355257,Kevin Brand,Event,Closed Lost,MM,39800,Director,HVAC Contractor,false,2026-05-04,2026-05-05,0,0%,0%,15.7,New Business,New Business,006DEMO00000000232,0,12,Net 30,Annual
Magnolia Builders - CW 234,Tomás Reyes,Magnolia Builders,,Inbound,37000,2025-04-12,2025-04-13,2025-05-03,2025-06-25,2025-05-15,54,2025-04-25,22650836,Kevin Brand,AE Set - Inbound,Closed Won,MM,28400,Director,Mechanical Contractor,false,2026-04-28,2026-05-02,8880,24%,24%,12.54,New Business,New Business,006DEMO00000000233,100,12,Net 30,Monthly
Magnolia Builders - NB 235,Lauren Park,Magnolia Builders,Mira Schultz,Outbound,76000,2025-12-15,2025-12-17,2026-01-06,2026-02-03,2026-06-18,9,2025-12-20,41981028,Kevin Brand,SDR Set - Outbound,Contracts/Negotiation,MM,59600,C-Level,Electrical Contractor,true,2026-04-27,2026-05-09,0,0%,0%,14.2,New Business,New Business,006DEMO00000000234,75,12,Net 30,Monthly
Highline HVAC - CL 236,Tomás Reyes,Highline HVAC,,Inbound,30000,2025-10-22,2025-10-26,2025-11-09,2026-01-17,2026-05-15,21,2025-11-04,6170560,Kevin Brand,AE Set - Inbound,Closed Lost,MM,22900,C-Level,Industrial Services,false,2026-05-07,2026-05-04,0,0%,0%,37.11,New Business,New Business,006DEMO00000000235,0,12,Net 30,Annual
Granite Industrial Services - NB 237,Lauren Park,Granite Industrial Services,Mira Schultz,Outbound,36000,2026-04-10,2026-04-12,2026-05-12,2026-06-07,2026-06-07,38,2026-04-17,70529677,Kevin Brand,SDR Set - Outbound,Discovery,MM,33000,VP,Industrial Services,false,2026-05-06,2026-05-13,11160,31%,31%,4.68,New Business,New Business,006DEMO00000000236,25,12,Net 30,Annual
Lakefront Mechanical - NB 238,Eddie Coleman,Lakefront Mechanical,,Partner,78000,2026-02-16,2026-02-20,2026-03-14,2026-04-21,2026-08-11,36,2026-02-25,28763011,Kevin Brand,Partner,Contracts/Negotiation,MM,62100,,Plumbing Contractor,true,2026-05-01,2026-05-02,0,0%,0%,21.59,New Business,New Business,006DEMO00000000237,75,12,Net 30,Annual
Granite Industrial Services - CL 239,Tomás Reyes,Granite Industrial Services,Wes Kim,Outbound,17000,2025-05-07,2025-05-11,2025-06-07,2025-08-06,2025-06-22,50,2025-05-16,31052298,Kevin Brand,SDR Set - Outbound,Closed Lost,MM,15400,Manager,Specialty Trades,false,2026-05-03,2026-05-12,2720,16%,16%,4.96,New Business,New Business,006DEMO00000000238,0,12,Net 30,Annual
Brookline Trades - NB 240,Eddie Coleman,Brookline Trades,,Inbound,61000,2026-03-18,2026-03-21,2026-04-10,2026-06-10,2026-08-19,20,2026-04-02,8324920,Kevin Brand,AE Set - Inbound,Qualification,MM,46200,VP,Industrial Services,false,2026-05-08,2026-05-10,0,0%,0%,55.5,New Business,New Business,006DEMO00000000239,10,12,Net 30,Quarterly
Sentinel HVAC - CL 241,Jamal Whitfield,Sentinel HVAC,Mira Schultz,Outbound,35000,2025-04-15,2025-04-18,2025-05-05,2025-07-13,2025-09-22,11,2025-04-20,68492676,Kevin Brand,SDR Set - Outbound,Closed Lost,MM,30300,Manager,HVAC Contractor,true,2026-05-14,2026-05-04,0,0%,0%,4.42,New Business,New Business,006DEMO00000000240,0,12,Net 30,Annual
Cornerstone Mechanical - CW 242,Tomás Reyes,Cornerstone Mechanical,,Partner,33000,2025-03-02,2025-03-06,2025-03-31,2025-04-23,2025-06-23,39,2025-03-17,40862036,Kevin Brand,Partner,Closed Won,MM,25400,VP,General Contractor,false,2026-05-05,2026-05-08,0,0%,0%,6.22,New Business,New Business,006DEMO00000000241,100,12,Net 30,Quarterly
Steeplechase Electric - NB 243,Jamal Whitfield,Steeplechase Electric,,Partner,37000,2026-03-26,2026-03-27,2026-04-25,2026-05-26,2026-07-05,59,2026-04-10,57910144,Kevin Brand,Partner,Qualification,MM,30000,Director,General Contractor,false,2026-04-21,2026-05-08,0,0%,0%,5.18,New Business,New Business,006DEMO00000000242,10,12,Net 30,Annual
Granite Industrial Services - CL 244,Eddie Coleman,Granite Industrial Services,Wes Kim,Outbound,68000,2025-02-27,2025-03-01,2025-03-26,2025-05-27,2025-06-14,58,2025-03-13,21438291,Kevin Brand,SDR Set - Outbound,Closed Lost,MM,64300,,General Contractor,true,2026-05-02,2026-05-03,26520,39%,39%,29.99,New Business,New Business,006DEMO00000000243,0,12,Net 30,Annual
Riverbend Plumbing - NB 245,Jamal Whitfield,Riverbend Plumbing,Mira Schultz,Outbound,66000,2026-02-09,2026-02-10,2026-02-26,2026-03-28,2026-06-19,42,2026-02-19,56965729,Kevin Brand,SDR Set - Outbound,Contracts/Negotiation,MM,58900,VP,Sheet Metal Contractor,false,2026-04-25,2026-05-13,15180,23%,23%,10.34,New Business,New Business,006DEMO00000000244,75,12,Net 30,Quarterly
Cascade Mechanical - CL 246,Eddie Coleman,Cascade Mechanical,Mira Schultz,Outbound,33000,2025-09-10,2025-09-14,2025-09-30,2025-11-22,2025-11-24,58,2025-09-25,69392398,Kevin Brand,SDR Set - Outbound,Closed Lost,MM,25100,Director,Mechanical Contractor,false,2026-04-29,2026-05-10,0,0%,0%,3.62,New Business,New Business,006DEMO00000000245,0,12,Net 30,Quarterly
Anchor Plumbing - NB 247,Eddie Coleman,Anchor Plumbing,,Event,38000,2026-02-28,2026-03-02,2026-03-24,2026-05-04,2026-06-24,47,2026-03-12,60939814,Kevin Brand,Event,Qualification,MM,30800,VP,Sheet Metal Contractor,true,2026-05-06,2026-05-14,9500,25%,25%,5.05,New Business,New Business,006DEMO00000000246,10,12,Net 30,Monthly
Driftwood Mechanical - CL 248,Tomás Reyes,Driftwood Mechanical,,Partner,71000,2025-06-07,2025-06-08,2025-06-27,2025-09-02,2025-08-10,39,2025-06-09,44177732,Kevin Brand,Partner,Closed Lost,MM,65200,C-Level,Industrial Services,false,2026-05-01,2026-05-04,28400,40%,40%,14.76,New Business,New Business,006DEMO00000000247,0,12,Net 30,Semi-Annually
Beacon Industrial - CL 249,Lauren Park,Beacon Industrial,,Partner,79000,2025-01-27,2025-01-29,2025-02-12,2025-03-30,2025-04-17,32,2025-02-08,22936996,Kevin Brand,Partner,Closed Lost,MM,61600,Director,Plumbing Contractor,false,2026-04-21,2026-05-09,0,0%,0%,26.86,New Business,New Business,006DEMO00000000248,0,12,Net 30,Semi-Annually
Whitestone Electric - CL 250,Tomás Reyes,Whitestone Electric,,Webinar,48000,2025-03-31,2025-04-04,2025-04-29,2025-05-31,2025-08-04,51,2025-04-10,42816944,Kevin Brand,Webinar,Closed Lost,MM,36700,VP,Mechanical Contractor,true,2026-05-10,2026-05-01,0,0%,0%,8.57,New Business,New Business,006DEMO00000000249,0,12,Net 30,Quarterly
Brookline Trades - NB 251,Eddie Coleman,Brookline Trades,,Outbound,51000,2025-11-28,2025-11-29,2025-12-27,2026-01-25,2026-09-11,29,2025-12-10,65093427,Kevin Brand,AE - Self Set,Final Approvals,MM,39800,,Plumbing Contractor,false,2026-04-26,2026-05-06,5100,10%,10%,6.11,New Business,New Business,006DEMO00000000250,90,12,Net 30,Annual
Sentinel HVAC - CL 252,Jamal Whitfield,Sentinel HVAC,,Inbound,39000,2025-08-13,2025-08-14,2025-09-03,2025-10-07,2025-10-20,9,2025-08-19,21776320,Kevin Brand,AE Set - Inbound,Closed Lost,MM,29500,,Plumbing Contractor,false,2026-05-13,2026-05-09,10140,26%,26%,13.55,New Business,New Business,006DEMO00000000251,0,12,Net 30,Annual
Anchor Plumbing - NB 253,Tomás Reyes,Anchor Plumbing,Wes Kim,Outbound,75000,2026-04-05,2026-04-07,2026-05-05,2026-06-11,2026-07-22,31,2026-04-17,69689792,Kevin Brand,SDR Set - Outbound,Discovery,MM,71000,VP,Mechanical Contractor,true,2026-05-07,2026-05-07,15750,21%,21%,10.19,New Business,New Business,006DEMO00000000252,25,12,Net 30,Annual
Pinewood Construction Services - NB 254,Lauren Park,Pinewood Construction Services,Wes Kim,Outbound,47000,2026-02-22,2026-02-27,2026-03-27,2026-04-29,2026-08-05,48,2026-03-13,64910845,Kevin Brand,SDR Set - Outbound,Qualification,MM,40000,C-Level,Industrial Services,false,2026-05-12,2026-05-12,12690,27%,27%,6.16,New Business,New Business,006DEMO00000000253,10,12,Net 30,Semi-Annually
Briarcliff Trades - CL 255,Lauren Park,Briarcliff Trades,Mira Schultz,Outbound,60000,2025-06-06,2025-06-11,2025-07-03,2025-08-11,2026-01-02,4,2025-06-19,51461971,Kevin Brand,SDR Set - Outbound,Closed Lost,MM,49100,Manager,Industrial Services,false,2026-05-01,2026-05-01,22800,38%,38%,9.54,New Business,New Business,006DEMO00000000254,0,12,Net 30,Annual
Highline HVAC - CL 256,Tomás Reyes,Highline HVAC,,Event,30000,2025-02-15,2025-02-19,2025-03-10,2025-04-07,2025-10-29,54,2025-02-25,46254955,Kevin Brand,Event,Closed Lost,MM,24600,VP,Industrial Services,true,2026-05-04,2026-05-02,8100,27%,27%,5.32,New Business,New Business,006DEMO00000000255,0,12,Net 30,Annual
Cascade Mechanical - NB 257,Eddie Coleman,Cascade Mechanical,,Inbound,17000,2026-05-02,2026-05-04,2026-05-25,2026-07-09,2026-07-07,31,2026-05-15,63280680,Kevin Brand,AE Set - Inbound,Evaluation,MM,12900,,Sheet Metal Contractor,false,2026-05-12,2026-05-09,0,0%,0%,2.04,New Business,New Business,006DEMO00000000256,50,12,Net 30,Semi-Annually
Foothill Sheet Metal - NB 258,Lauren Park,Foothill Sheet Metal,,Inbound,43000,2026-03-05,2026-03-07,2026-03-30,2026-05-10,2026-07-03,50,2026-03-16,68396052,Kevin Brand,AE Set - Inbound,Final Approvals,MM,39100,Director,Plumbing Contractor,false,2026-05-10,2026-05-13,11180,26%,26%,5.72,New Business,New Business,006DEMO00000000257,90,12,Net 30,Semi-Annually
Magnolia Builders - CL 259,Tomás Reyes,Magnolia Builders,,Event,60000,2025-10-31,2025-11-01,2025-11-21,2026-01-12,2026-05-15,5,2025-11-14,25801504,Kevin Brand,Event,Closed Lost,MM,47000,Manager,Sheet Metal Contractor,true,2026-04-28,2026-05-05,15600,26%,26%,18.22,New Business,New Business,006DEMO00000000258,0,12,Net 30,Annual
Western Ridge Electrical - CW 260,Lauren Park,Western Ridge Electrical,Avery Greene,Outbound,20000,2025-08-04,2025-08-07,2025-08-27,2025-11-04,2025-12-18,19,2025-08-18,28346717,Kevin Brand,SDR Set - Outbound,Closed Won,MM,16300,Director,HVAC Contractor,false,2026-04-23,2026-05-07,3800,19%,19%,5.75,New Business,New Business,006DEMO00000000259,100,12,Net 30,Monthly
Tannery Plumbing Co - CW 261,Eddie Coleman,Tannery Plumbing Co,,Inbound,65000,2025-05-11,2025-05-12,2025-06-01,2025-07-25,2025-10-18,42,2025-05-17,26475659,Kevin Brand,AE Set - Inbound,Closed Won,MM,49700,,Mechanical Contractor,false,2026-04-28,2026-05-11,0,0%,0%,18.77,New Business,New Business,006DEMO00000000260,100,12,Net 30,Annual
Sentinel HVAC - CL 262,Eddie Coleman,Sentinel HVAC,Avery Greene,6s Intent Signals,55000,2025-09-23,2025-09-27,2025-10-24,2025-11-30,2026-02-08,24,2025-10-07,18703626,Kevin Brand,6s,Closed Lost,MM,45400,,Electrical Contractor,true,2026-04-24,2026-05-06,0,0%,0%,24.27,New Business,New Business,006DEMO00000000261,0,12,Net 30,Annual
Sentinel HVAC - NB 263,Jamal Whitfield,Sentinel HVAC,Mira Schultz,Outbound,20000,2026-03-22,2026-03-23,2026-04-17,2026-05-21,2026-08-12,33,2026-03-31,8774953,Kevin Brand,SDR Set - Outbound,Discovery,MM,17500,VP,Mechanical Contractor,false,2026-04-30,2026-05-07,0,0%,0%,19.94,New Business,New Business,006DEMO00000000262,25,12,Net 30,Monthly
Highline HVAC - CW 264,Jamal Whitfield,Highline HVAC,,Inbound,72000,2025-04-14,2025-04-16,2025-05-11,2025-07-02,2025-09-01,18,2025-04-25,47977922,Kevin Brand,AE Set - Inbound,Closed Won,MM,62400,VP,Industrial Services,false,2026-05-11,2026-05-12,12960,18%,18%,13.01,New Business,New Business,006DEMO00000000263,100,12,Net 30,Annual
Pinewood Construction Services - CL 265,Lauren Park,Pinewood Construction Services,,Partner,41000,2025-03-25,2025-03-28,2025-04-18,2025-06-05,2025-09-24,16,2025-04-05,23885297,Kevin Brand,Partner,Closed Lost,MM,31600,C-Level,General Contractor,true,2026-04-27,2026-05-14,0,0%,0%,13.23,New Business,New Business,006DEMO00000000264,0,12,Net 30,Annual
Beacon Industrial - CL 266,Jamal Whitfield,Beacon Industrial,Avery Greene,6s Intent Signals,45000,2025-10-24,2025-10-25,2025-11-11,2026-01-12,2026-05-15,21,2025-10-29,56790827,Kevin Brand,6s,Closed Lost,MM,41100,C-Level,Mechanical Contractor,false,2026-05-10,2026-05-06,4500,10%,10%,7.24,New Business,New Business,006DEMO00000000265,0,12,Net 30,Quarterly
Crescent HVAC Co - NB 267,Eddie Coleman,Crescent HVAC Co,,Outbound,67000,2025-12-29,2026-01-03,2026-01-20,2026-03-31,2026-08-26,3,2026-01-04,17437973,Kevin Brand,AE - Self Set,Discovery,MM,62300,,Sheet Metal Contractor,false,2026-05-01,2026-05-03,0,0%,0%,35.73,New Business,New Business,006DEMO00000000266,25,12,Net 30,Monthly
Riverbend Plumbing - CL 268,Eddie Coleman,Riverbend Plumbing,Avery Greene,Outbound,73000,2025-08-24,2025-08-29,2025-09-21,2025-11-26,2026-01-19,53,2025-09-04,49681064,Kevin Brand,SDR Set - Outbound,Closed Lost,MM,55900,,General Contractor,true,2026-05-02,2026-05-02,0,0%,0%,11.25,New Business,New Business,006DEMO00000000267,0,12,Net 30,Annual
Foothill Sheet Metal - NB 269,Tomás Reyes,Foothill Sheet Metal,,Outbound,48000,2025-12-06,2025-12-09,2025-12-24,2026-02-21,2026-08-10,56,2025-12-10,22071643,Kevin Brand,AE - Self Set,Final Approvals,MM,44500,C-Level,Mechanical Contractor,false,2026-05-07,2026-05-01,6240,13%,13%,20.16,New Business,New Business,006DEMO00000000268,90,12,Net 30,Annual
Heritage Mechanical - NB 270,Tomás Reyes,Heritage Mechanical,Wes Kim,Outbound,45000,2026-04-01,2026-04-03,2026-05-01,2026-06-01,2026-07-02,35,2026-04-14,30140036,Kevin Brand,SDR Set - Outbound,Discovery,MM,37000,Director,Mechanical Contractor,false,2026-04-23,2026-05-13,0,0%,0%,12.28,New Business,New Business,006DEMO00000000269,25,12,Net 30,Annual
Briarcliff Trades - CW 271,Jamal Whitfield,Briarcliff Trades,,Event,49000,2025-04-26,2025-04-27,2025-05-19,2025-06-18,2025-10-30,18,2025-05-09,53663785,Kevin Brand,Event,Closed Won,MM,40100,Director,General Contractor,true,2026-04-26,2026-05-03,0,0%,0%,7.47,New Business,New Business,006DEMO00000000270,100,12,Net 30,Annual
Crescent HVAC Co - NB 272,Tomás Reyes,Crescent HVAC Co,Wes Kim,Outbound,47000,2025-12-01,2025-12-05,2026-01-04,2026-02-04,2026-06-02,11,2025-12-07,23011131,Kevin Brand,SDR Set - Outbound,Final Approvals,MM,44100,,Sheet Metal Contractor,false,2026-05-14,2026-05-06,0,0%,0%,19.16,New Business,New Business,006DEMO00000000271,90,12,Net 30,Semi-Annually
Foothill Sheet Metal - NB 273,Tomás Reyes,Foothill Sheet Metal,Avery Greene,6s Intent Signals,78000,2026-06-01,2026-06-05,2026-06-20,2026-08-14,2026-06-04,4,2026-06-18,31391334,Kevin Brand,6s,Discovery,MM,64600,VP,Plumbing Contractor,false,2026-04-28,2026-05-03,0,0%,0%,20.58,New Business,New Business,006DEMO00000000272,25,12,Net 30,Monthly
Briarcliff Trades - NB 274,Eddie Coleman,Briarcliff Trades,,Event,40000,2025-12-17,2025-12-22,2026-01-15,2026-03-22,2026-07-02,6,2025-12-28,32557064,Kevin Brand,Event,Discovery,MM,31000,Manager,Industrial Services,true,2026-05-05,2026-05-11,2800,7%,7%,9.52,New Business,New Business,006DEMO00000000273,25,12,Net 30,Annual
Western Ridge Electrical - CL 275,Eddie Coleman,Western Ridge Electrical,Avery Greene,Outbound,55000,2025-02-28,2025-03-02,2025-03-16,2025-05-20,2025-05-31,53,2025-03-15,36578303,Kevin Brand,SDR Set - Outbound,Closed Lost,MM,44200,Director,Industrial Services,false,2026-05-03,2026-05-02,0,0%,0%,12.08,New Business,New Business,006DEMO00000000274,0,12,Net 30,Annual
Tannery Plumbing Co - NB 276,Tomás Reyes,Tannery Plumbing Co,Mira Schultz,Outbound,50000,2025-12-14,2025-12-17,2025-12-31,2026-03-09,2026-07-24,17,2025-12-28,19653577,Kevin Brand,SDR Set - Outbound,Evaluation,MM,40900,,Electrical Contractor,false,2026-04-17,2026-05-08,0,0%,0%,20.81,New Business,New Business,006DEMO00000000275,50,12,Net 30,Annual
Foothill Sheet Metal - CL 277,Eddie Coleman,Foothill Sheet Metal,Avery Greene,Outbound,76000,2025-08-22,2025-08-27,2025-09-12,2025-11-21,2026-03-24,10,2025-08-29,44433895,Kevin Brand,SDR Set - Outbound,Closed Lost,MM,61800,C-Level,Mechanical Contractor,true,2026-05-09,2026-05-02,0,0%,0%,13.91,New Business,New Business,006DEMO00000000276,0,12,Net 30,Annual
Riverbend Plumbing - NB 278,Lauren Park,Riverbend Plumbing,Wes Kim,Outbound,70000,2025-12-17,2025-12-18,2026-01-03,2026-03-12,2026-09-08,47,2025-12-30,62567039,Kevin Brand,SDR Set - Outbound,Qualification,MM,61700,Manager,Industrial Services,false,2026-05-03,2026-05-14,28000,40%,40%,9.86,New Business,New Business,006DEMO00000000277,10,12,Net 30,Semi-Annually
